,filename,chroma_stft_mean,chroma_stft_var,chroma_stft_std,rms_mean,rms_var,rms_std,spec_cent_mean,spec_cent_var,spec_cent_std,spec_ban_mean,spec_ban_var,spec_ban_std,spec_cons_mean,spec_cons_var,spec_cons_std,spec_flat_mean,spec_flat_var,spec_flat_std,spec_roll_mean,spec_roll_var,spec_roll_std,zero_cros_mean,zero_cros_var,zero_cros_std,Tempo,Beat_mean,Beat_var,Beat_std,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc20_mean,mfcc20_var,label
0,jazz.00000.wav,0.3445676565170288,0.0850045382976532,0.29155537486076355,0.046767644584178925,0.0015430869534611702,0.03928214684128761,1504.4047588140772,554635.8081295537,744.7387515965271,1754.4095918535227,283727.3768415445,532.6606582445755,17.943750930373863,16.993836284677773,4.122358097579318,0.011630536988377571,0.0006181900389492512,0.024863427504897118,2800.3747331837753,2686224.335314675,1638.970510813015,0.07846437814434984,0.0024447688097365525,0.0494446034440216,123.046875,14.909083461341526,70.33442215089173,8.386561998273889,-251.96730041503906,12147.529296875,-57.03865051269531,44804.1953125,-41.744598388671875,30581.09765625,-29.219106674194336,23436.49609375,-23.231788635253906,18916.072265625,-19.094823837280273,15857.83984375,-16.900588989257812,13629.3583984375,-15.305121421813965,11948.2861328125,-14.216818809509277,10635.0107421875,-13.059530258178711,9587.314453125,-7.56538200378418,4848.609375,jazz
1,jazz.00001.wav,0.3281187117099762,0.08655683696269989,0.2942054271697998,0.022798536345362663,0.00023895017511676997,0.01545801293104887,1266.4058317384981,302044.13269358984,549.5854189237464,1691.4229500571107,217323.69305171023,466.1798934442692,18.70226300707364,20.505827515284608,4.528336064746587,0.003556533483788371,4.7295703552663326e-05,0.0068771871738135815,2410.4187578608744,1780410.3798055903,1334.3201938836085,0.0592777972619969,0.0010747168305646245,0.03278287404369276,135.99917763157896,13.564198668714797,60.30495328350665,7.765626393505333,-345.7331848144531,10116.19921875,-99.37406921386719,66395.890625,-66.41865539550781,46609.921875,-44.153621673583984,36478.29296875,-34.160152435302734,29601.453125,-26.742664337158203,24952.09375,-22.94559669494629,21481.70703125,-20.29192352294922,18852.916015625,-18.71640968322754,16783.228515625,-16.895837783813477,15139.578125,-9.786605834960938,7651.3828125,jazz
2,jazz.00002.wav,0.267640084028244,0.08394947648048401,0.28974035382270813,0.08083954453468323,0.000992312328889966,0.03150098770856857,1064.810563899726,161183.06171541128,401.47610354218006,1050.4191721045754,62157.26640028,249.3135904845141,25.92074980249944,30.274246157352763,5.502203754619849,0.00010851139813894406,3.5121466623877495e-08,0.00018740721861831844,1896.0302016314338,488851.83426124614,699.1794006270824,0.0578726659249226,0.0009275250950475177,0.030455296666549118,107.666015625,14.69980020837164,71.86278430427755,8.47719200586359,-256.98834228515625,6372.96728515625,-40.83400344848633,50517.26953125,-42.160518646240234,34042.61328125,-25.203346252441406,26495.708984375,-21.014070510864258,21313.7734375,-17.547969818115234,17840.306640625,-16.658769607543945,15309.9013671875,-15.724294662475586,13411.498046875,-14.432638168334961,11944.2490234375,-13.819035530090332,10763.84765625,-11.73076057434082,5429.986328125,jazz
3,jazz.00003.wav,0.31931272149086,0.08100540190935135,0.2846144735813141,0.059495944529771805,0.0012978663435205817,0.03602591156959534,813.293729248601,92950.39970859488,304.8776799121164,1058.8989210322952,220025.91634149733,469.0692020816303,22.176119456770362,37.17356369317762,6.097012685994479,0.0003733391931746155,4.4184656644574716e-07,0.0006647154223173857,1417.008098212558,437824.6997740921,661.6832321995867,0.04467433303502322,0.00020851309035704632,0.014439982353072539,123.046875,12.569328082110038,50.95414060755011,7.138216906731688,-297.2151184082031,9868.0390625,-52.059295654296875,65472.6015625,-31.31900978088379,44885.0859375,-23.894550323486328,33892.83984375,-18.43438720703125,27262.77734375,-13.696504592895508,22848.43359375,-12.776849746704102,19610.08203125,-10.594537734985352,17201.939453125,-10.016613006591797,15303.0927734375,-9.301682472229004,13786.375,-5.560662746429443,6943.20703125,jazz
4,jazz.00004.wav,0.17178232967853546,0.08259585499763489,0.2873949408531189,0.1087859570980072,0.0021784231066703796,0.04667358100414276,1039.6234195230538,122521.889901642,350.03126989119414,1422.3030976517864,77324.47559337447,278.0727883007873,26.109364434993005,36.92059798665425,6.07623221961227,0.0002727314713411033,2.9053435355308466e-06,0.0017045068088918924,1838.2138845721265,914939.4495919662,956.5246727565193,0.04776879656056501,0.0005221403564984164,0.022850390729666232,95.703125,14.56803368966634,59.66916169140494,7.724581651546247,-270.2648010253906,2931.610595703125,-66.3465576171875,43322.08203125,-42.344844818115234,30147.787109375,-21.139272689819336,24015.40625,-18.501178741455078,19275.23046875,-13.764654159545898,16192.2060546875,-12.769576072692871,13896.6845703125,-10.144087791442871,12214.771484375,-9.704554557800293,10864.779296875,-8.187305450439453,9804.3017578125,-4.459225177764893,5015.025390625,jazz
5,jazz.00005.wav,0.24823616445064545,0.09641756117343903,0.3105117678642273,0.1075546070933342,0.002236495492979884,0.047291599214076996,1268.0614969718406,286543.04671944416,535.2971573989947,1546.3001220869505,236694.49357950845,486.5125831666725,24.380692877227723,59.044987785899906,7.684073645267848,0.0007674222579225898,2.1268429009069223e-06,0.0014583698939532042,2486.20163294553,1863199.494962546,1364.9906574634663,0.057861328125,0.0009070046176851349,0.03011651735651277,107.666015625,15.092523983952553,69.7020599890426,8.348775957530696,-246.2917938232422,9189.6025390625,-63.04965591430664,38557.41796875,-42.34194564819336,26859.443359375,-24.083696365356445,21195.271484375,-19.22738265991211,17109.98828125,-12.165016174316406,14525.22265625,-10.364394187927246,12493.662109375,-7.923223972320557,10983.8603515625,-7.106995105743408,9785.7587890625,-5.825552463531494,8840.5615234375,-2.0298776626586914,4559.3818359375,jazz
6,jazz.00006.wav,0.27487531304359436,0.09213145077228546,0.30353161692619324,0.09862621128559113,0.0013639386743307114,0.036931540817022324,1219.8050188390014,265340.48633638944,515.1121104540151,1459.2374987448238,139228.56910641855,373.1334467806639,24.17916649190062,44.805040523513874,6.693656737801384,0.0005361707881093025,1.3377267578107421e-06,0.0011566013563424349,2416.718719765867,1253576.3139896707,1119.6322226470934,0.04806244557856037,0.0006947855104588042,0.026358784312991452,135.99917763157896,14.6637641723356,69.45976572312976,8.334252559355864,-234.33340454101562,6423.8544921875,-45.80300521850586,39449.41015625,-35.29376220703125,26723.224609375,-13.487053871154785,21562.1640625,-12.427423477172852,17293.669921875,-8.229826927185059,14520.73046875,-7.667200565338135,12476.490234375,-5.200207710266113,10974.419921875,-6.145111560821533,9773.9208984375,-5.686193943023682,8805.107421875,-4.318221092224121,4454.8408203125,jazz
7,jazz.00007.wav,0.19723135232925415,0.09173525124788284,0.3028782904148102,0.09376991540193558,0.0022389902733266354,0.04731797054409981,1169.8647198156077,120083.19436472848,346.5302214305824,1355.4242331150215,60300.31482909724,245.56122419693472,25.66515406305695,53.277886108888076,7.299170234272391,0.0001873249129857868,2.3274699856301595e-07,0.0004824385978281498,1958.0381600111261,697046.5181402041,834.8931177942504,0.06483445300406347,0.0007074431021534451,0.02659780258129316,99.38401442307692,14.041438289601556,62.97080494750602,7.935414604638249,-291.9832763671875,2539.498046875,-77.13098907470703,47889.48828125,-50.53310012817383,33537.37109375,-28.997406005859375,26581.677734375,-25.6591854095459,21334.150390625,-18.784700393676758,18029.12109375,-17.071273803710938,15484.5380859375,-15.291664123535156,13579.1689453125,-14.013154029846191,12090.4482421875,-12.959868431091309,10904.3681640625,-6.0391035079956055,5642.35498046875,jazz
8,jazz.00008.wav,0.3573978841304779,0.09265315532684326,0.3043898046016693,0.11861355602741241,0.0014013738837093115,0.03743492811918259,1304.5757559689741,174367.4214864207,417.5732528388531,1636.56179162712,118067.06131405119,343.60887839817406,23.21164086927105,49.53332779048675,7.037991744133176,0.0008635187987238169,6.1240975810505915e-06,0.0024746914859861135,2723.9168621807275,1066282.2401909113,1032.6094325498443,0.04627485245743034,0.000664275162315685,0.025773536084823228,107.666015625,14.857266076241817,70.24216556436195,8.3810599308418,-189.88980102539062,3069.892822265625,-27.736188888549805,28090.2265625,-27.047807693481445,18981.701171875,-8.851462364196777,15260.20703125,-5.440391540527344,12286.19921875,-0.959712028503418,10355.45703125,-1.475967526435852,8895.5673828125,0.5065127015113831,7827.7958984375,-0.9558205604553223,6984.84912109375,0.16739150881767273,6305.3603515625,-1.239932894706726,3188.7109375,jazz
9,jazz.00009.wav,0.26706308126449585,0.08987201005220413,0.29978659749031067,0.08539306372404099,0.0007370765088126063,0.027149153873324394,749.2628446914875,45913.53490616216,214.2744382938902,1210.8266507815274,87632.72756176139,296.02825466796475,23.53787406299795,31.948163873866832,5.652270682996952,0.00015425104356836528,1.0691365304182909e-07,0.0003269765293225646,1133.3681466778735,230345.46057604905,479.9431847375781,0.03169028456366099,0.00013670251765374243,0.01169198518874115,112.34714673913044,14.828788773370983,66.15225006300628,8.133403350566494,-296.6715393066406,1308.4449462890625,-62.142112731933594,55859.6171875,-35.7990837097168,38708.35546875,-22.11794662475586,29618.81640625,-17.418701171875,23803.0,-12.120426177978516,19990.509765625,-10.245171546936035,17168.76953125,-7.775838851928711,15073.21484375,-7.735696792602539,13406.525390625,-6.610419273376465,12082.171875,-5.579658031463623,6085.75244140625,jazz
